CpGs,Monocytes_EPIC,B-cells_EPIC,CD4T-cells_EPIC,NK-cells_EPIC,CD8T-cells_EPIC,Neutrophils_EPIC,Erythrocyte_progenitors,Adipocytes,Cortical_neurons,Hepatocytes,Lung_cells,Pancreatic_beta_cells,Pancreatic_acinar_cells,Pancreatic_duct_cells,Vascular_endothelial_cells,Colon_epithelial_cells,Left_atrium,Bladder,Breast,Head_and_neck_larynx,Kidney,Prostate,Thyroid,Upper_GI,Uterus_cervix
chr16:86579461,0.0492,0.105,0.0654,0.0538,0.0699,0.0449,0.0379,0.0708,0.0993,0.0763,0.0856,0.06795,0.0901,0.0678,0.5045,0.3581,0.1792,0.1436,0.22,0.2148,0.35200000000000004,0.1373,0.168,0.0929,0.2118
chr16:86579488,0.0694,0.1812,0.1291,0.0772,0.1559,0.0685,0.0384,0.071,0.0928,0.0763,0.1165,0.08885,0.08199999999999999,0.0755,0.4034,0.4789,0.1515,0.1408,0.2012,0.21600000000000003,0.2488,0.1895,0.16899999999999998,0.1423,0.2004
chr1:119008360,0.0095,0.0465,0.0159,0.0106,0.0266,0.0105,0.0053,0.2673,0.0182,0.0107,0.0122,0.0162,0.0128,0.0155,0.1707,0.0451,0.0604,0.0593,0.0837,0.0914,0.0185,0.0751,0.0415,0.0438,0.0443
chr3:158098019,0.0026,0.0018,0.0024,0.002,0.0049,0.0023,0.0053,0.1689,0.0061,0.0078,0.0094,0.00655,0.0,0.0034,0.114,0.0054,0.267,0.0051,0.1287,0.0233,0.0064,0.0025,0.0103,0.0063,0.0191
chr2:118849170,0.0468,0.1102,0.0737,0.0713,0.0953,0.0454,0.0226,0.4151,0.091,0.047,0.071,0.082025,0.113,0.1246,0.3822,0.1198,0.0366,0.1051,0.3057,0.0516,0.0264,0.106,0.0578,0.0512,0.0731
chr3:128698897,0.0151,0.06,0.1192,0.0569,0.1257,0.0186,0.0141,0.0358,0.0598,0.0264,0.0209,0.026775,0.0192,0.0152,0.187,0.0126,0.0688,0.0595,0.0644,0.067,0.0339,0.0319,0.0648,0.0751,0.0548
chr22:19766728,0.0048,0.0122,0.0073,0.0077,0.0098,0.0047,0.0028,0.6018,0.1953,0.0199,0.5122,0.0301666666666667,0.0102,0.0058,0.5236,0.0062,0.0122,0.2437,0.4277,0.3771,0.0078,0.3664,0.2237,0.02,0.1067
chr8:72005115,0.0157,0.035,0.0318,0.0184,0.0659,0.0139,0.024,0.1808,0.051,0.0164,0.0084,0.088925,0.2514,0.0214,0.4274,0.294,0.3849,0.1837,0.162,0.0902,0.1122,0.0742,0.0897,0.2254,0.1968
chr8:72005128,0.048,0.0953,0.0972,0.0646,0.1315,0.0486,0.0336,0.2833,0.1223,0.0943,0.1163,0.163225,0.2366,0.0542,0.4072,0.4347,0.39799999999999996,0.2395,0.2548,0.1905,0.1405,0.1613,0.1653,0.2731,0.2742
chr12:54054089,0.0393,0.0476,0.0628,0.0491,0.071,0.0288,0.0082,0.5594,0.031,0.0316,0.0505,0.024725,0.0572,0.0411,0.4133,0.2815,0.0152,0.0779,0.1653,0.0269,0.561,0.1278,0.0066,0.0037,0.18899999999999997
chr17:78129130,0.0103,0.0145,0.0115,0.0167,0.0135,0.011000000000000001,0.0137,0.006999999999999999,0.0899,0.1324,0.0162,0.013225,0.0207,0.0157,0.1052,0.0289,0.0621,0.003,0.013000000000000001,0.013999999999999999,0.1041,0.0096,0.0083,0.0123,0.0198
chr3:183099790,0.0243,0.0498,0.0861,0.0987,0.0824,0.0258,0.0278,0.0461,0.0631,0.0327,0.0204,0.0453,0.0393,0.0243,0.2229,0.0354,0.040999999999999995,0.0556,0.0901,0.0766,0.0575,0.0568,0.105,0.1212,0.1036
chr3:183099838,0.0426,0.0621,0.1604,0.1396,0.1903,0.0469,0.0675,0.0731,0.0678,0.057999999999999996,0.0428,0.064075,0.076,0.0338,0.1718,0.0562,0.0588,0.0466,0.0767,0.0686,0.0865,0.0638,0.062,0.1203,0.0998
chr4:76898535,0.0543,0.0665,0.09300000000000001,0.0466,0.0828,0.0523,0.069,0.2221,0.4313,0.0421,0.0419,0.057175,0.0493,0.0207,0.4746,0.0363,0.2637,0.1565,0.2151,0.187,0.145,0.1544,0.1027,0.1873,0.2386
chr2:176159032,0.0374,0.0823,0.0563,0.0389,0.0773,0.034,0.0141,0.8679,0.0505,0.0294,0.0674,0.007525,0.0398,0.0249,0.6682,0.0188,0.4209,0.3225,0.5383,0.1128,0.5684,0.0988,0.0991,0.1018,0.5465
chr2:176158988,0.0801,0.1165,0.0889,0.0701,0.0966,0.0723,0.0598,0.7215,0.10099999999999999,0.0731,0.1395,0.1072,0.0965,0.0657,0.5096,0.0605,0.429,0.336,0.5064,0.2264,0.5214,0.2031,0.2092,0.1975,0.4624
chr9:126624952,0.0428,0.1207,0.0957,0.0409,0.1085,0.05,0.0338,0.0962,0.0629,0.0276,0.0478,0.2763,0.0544,0.2521,0.5994,0.3581,0.4991,0.0713,0.6436,0.0983,0.4619,0.1259,0.0898,0.11,0.0684
chr1:155062899,0.0131,0.0191,0.0175,0.0131,0.0154,0.0183,0.0024,0.29100000000000004,0.1206,0.0238,0.0265,0.00765,0.0241,0.0204,0.198,0.0181,0.1739,0.0738,0.0878,0.0335,0.055999999999999994,0.0308,0.0251,0.0532,0.1031
chr1:155062912,0.0114,0.011000000000000001,0.0134,0.0103,0.0108,0.0152,0.0107,0.3419,0.2236,0.0134,0.0215,0.002825,0.0238,0.02,0.3603,0.009000000000000001,0.2319,0.1047,0.1511,0.0779,0.0962,0.0633,0.0688,0.0849,0.1688
chr11:537558,0.0135,0.0136,0.0179,0.0184,0.0142,0.0145,0.0205,0.1094,0.1069,0.0236,0.0262,0.046275,0.0217,0.026000000000000002,0.1716,0.015,0.0894,0.0579,0.0773,0.0703,0.0662,0.0392,0.0686,0.0559,0.0885
chr22:19766602,0.0064,0.0516,0.0098,0.0071,0.0103,0.0063,0.0072,0.7122,0.1712,0.0171,0.5786,0.01505,0.0191,0.0062,0.5109,0.0305,0.0232,0.2128,0.4665,0.3278,0.009000000000000001,0.3508,0.16899999999999998,0.0133,0.0679
chr6:36593606,0.0278,0.0235,0.0335,0.0349,0.0295,0.0217,0.0308,0.0664,0.0545,0.0285,0.0167,0.044825,0.0143,0.0216,0.2348,0.0103,0.1088,0.1341,0.1055,0.1152,0.0886,0.1172,0.1119,0.0837,0.1903
chr4:54099696,0.0078,0.0106,0.0053,0.005,0.0149,0.0081,0.0071,0.1108,0.1786,0.0029,0.0018,0.016775,0.0128,0.0077,0.1033,0.0258,0.0274,0.008,0.0267,0.0696,0.0087,0.0712,0.0064,0.009000000000000001,0.0254
chr4:54099737,0.0508,0.0669,0.0794,0.0508,0.0818,0.0442,0.0431,0.1565,0.2156,0.0559,0.0506,0.11745,0.0827,0.0671,0.1625,0.0857,0.083,0.0857,0.0902,0.1585,0.0932,0.1402,0.1054,0.0865,0.1423
chr4:4868759,0.0412,0.1736,0.0898,0.0372,0.1369,0.0403,0.0174,0.2644,0.1107,0.0138,0.031,0.0182666666666667,0.0187,0.0301,0.436,0.5428,0.0924,0.0858,0.3611,0.1052,0.0269,0.1823,0.0671,0.0607,0.2995
chr1:54801479,0.0193,0.0402,0.0093,0.006,0.012,0.0137,0.0273,0.4206,0.5768,0.009000000000000001,0.031,0.02105,0.0277,0.0088,0.4453,0.0025,0.4775,0.1891,0.1116,0.1599,0.14,0.0984,0.1398,0.1525,0.2482
chr1:54801452,0.0587,0.0775,0.0598,0.0476,0.055999999999999994,0.0442,0.0523,0.2844,0.3574,0.0445,0.0644,0.077775,0.0785,0.0547,0.3436,0.0486,0.3378,0.1887,0.1649,0.1786,0.1688,0.1367,0.1568,0.1735,0.2291
chr9:128724463,0.047,0.0529,0.0539,0.0409,0.0468,0.0478,0.0406,0.0768,0.076,0.0412,0.0564,0.0577,0.0469,0.0397,0.2518,0.044000000000000004,0.0576,0.1166,0.10300000000000001,0.1023,0.0928,0.0702,0.1297,0.0767,0.1464
chr18:58045951,0.0307,0.2354,0.1654,0.0872,0.3139,0.0258,0.013999999999999999,0.2395,0.1515,0.0275,0.0231,0.0216,0.0303,0.0197,0.3442,0.0282,0.1718,0.0692,0.1557,0.1225,0.0648,0.0273,0.0707,0.0616,0.1182
chr12:119668487,0.034,0.0528,0.0242,0.0244,0.0214,0.0189,0.0215,0.0651,0.0383,0.0174,0.0174,0.0243,0.0137,0.0153,0.1516,0.0094,0.0642,0.0695,0.075,0.0783,0.0637,0.0452,0.0512,0.0483,0.1159
chr10:122954473,0.021,0.079,0.0518,0.023,0.0391,0.0212,0.0079,0.028999999999999998,0.035,0.0186,0.0577,0.0848,0.0489,0.0782,0.2096,0.0863,0.0348,0.0891,0.0477,0.0693,0.0356,0.0755,0.1954,0.0414,0.131
chr12:53949927,0.0756,0.1082,0.0835,0.0714,0.0997,0.0658,0.0551,0.128,0.0839,0.063,0.0576,0.0616,0.0908,0.05,0.3394,0.0356,0.0488,0.1542,0.3217,0.0969,0.1371,0.0995,0.0697,0.0813,0.1344
chr12:53949897,0.0944,0.153,0.1178,0.0931,0.1457,0.0911,0.0643,0.1974,0.1386,0.0672,0.0702,0.07,0.0977,0.0561,0.3968,0.021,0.0786,0.19,0.455,0.1241,0.2273,0.126,0.0831,0.1082,0.1677
chr12:53949918,0.1036,0.1508,0.1273,0.0967,0.1445,0.0993,0.0901,0.2332,0.1409,0.0947,0.0866,0.1034,0.1327,0.0765,0.4006,0.0457,0.0883,0.2214,0.429,0.1549,0.2241,0.1512,0.0971,0.1314,0.2189
chr1:201740007,0.0074,0.01,0.0105,0.0056,0.0122,0.0086,0.0022,0.3504,0.1656,0.0399,0.0629,0.007875,0.0311,0.013999999999999999,0.2938,0.0059,0.1264,0.1604,0.2052,0.1458,0.0639,0.0804,0.1197,0.1362,0.1963
chr12:401428,0.0452,0.0581,0.0579,0.05,0.0503,0.0446,0.0518,0.0542,0.0779,0.0511,0.0587,0.1097,0.0518,0.0408,0.2336,0.0544,0.0582,0.0632,0.0791,0.0851,0.0567,0.128,0.0998,0.0629,0.0768
chr12:401438,0.0553,0.0781,0.0713,0.0536,0.0589,0.051,0.0574,0.0756,0.0718,0.0582,0.0709,0.169275,0.0595,0.0749,0.222,0.0586,0.0664,0.0907,0.0941,0.0922,0.0633,0.1466,0.1314,0.0729,0.1106
chr8:101491664,0.0604,0.0842,0.0819,0.0828,0.0988,0.0545,0.0276,0.3095,0.1727,0.0617,0.0408,0.03535,0.0386,0.0178,0.4302,0.0363,0.2655,0.1667,0.2914,0.1024,0.1081,0.1687,0.0753,0.1074,0.3969
chr8:72004912,0.019,0.027000000000000003,0.0335,0.022000000000000002,0.0574,0.0145,0.0092,0.2105,0.0597,0.0788,0.0324,0.084425,0.16899999999999998,0.0463,0.3532,0.1632,0.3789,0.1203,0.1704,0.0839,0.0711,0.066,0.0747,0.2117,0.1709
chr19:51704539,0.03,0.0356,0.0451,0.0343,0.047,0.0275,0.009000000000000001,0.0457,0.1079,0.1942,0.0553,0.09745,0.061,0.0461,0.239,0.0251,0.0927,0.0548,0.0514,0.0564,0.1642,0.0502,0.1588,0.0456,0.0779
chr1:161039036,0.0275,0.0376,0.0268,0.0284,0.027000000000000003,0.024,0.0023,0.6729,0.3236,0.0127,0.0441,0.02525,0.0262,0.0223,0.51,0.0084,0.4787,0.2712,0.294,0.1934,0.247,0.1582,0.1406,0.17,0.2793
chr1:161039034,0.0356,0.0589,0.0529,0.0384,0.0498,0.0403,0.0069,0.7459,0.4182,0.0276,0.066,0.043825,0.0328,0.0382,0.5892,0.0757,0.5807,0.3151,0.3529,0.1943,0.2906,0.1581,0.141,0.1916,0.316
chr1:161039021,0.022000000000000002,0.0221,0.0265,0.0201,0.0221,0.0227,0.0134,0.7116,0.4236,0.0242,0.0442,0.0133,0.0352,0.0327,0.5385,0.0404,0.5415,0.2868,0.2617,0.1483,0.2416,0.1265,0.1227,0.1702,0.2621
chr11:125111973,0.0294,0.061,0.0572,0.03,0.042,0.031,0.0229,0.0898,0.0398,0.0367,0.068,0.058575,0.0306,0.0373,0.2861,0.0301,0.0499,0.0952,0.1402,0.1622,0.1132,0.1808,0.2828,0.0835,0.1597
chr16:81446232,0.0609,0.0736,0.0898,0.0582,0.1196,0.0546,0.0561,0.1086,0.1217,0.0733,0.0725,0.056425,0.0985,0.0602,0.3593,0.0437,0.1822,0.0963,0.1206,0.1733,0.0882,0.1081,0.231,0.1108,0.1695
chr6:32087670,0.081,0.0713,0.057999999999999996,0.0732,0.0611,0.0653,0.0211,0.1588,0.1447,0.0287,0.0582,0.04055,0.0361,0.0224,0.1686,0.073,0.0809,0.0517,0.0884,0.0689,0.0254,0.0267,0.0339,0.0223,0.031
chr6:32087625,0.0253,0.0372,0.0279,0.0377,0.0398,0.0269,0.0112,0.2278,0.2101,0.0745,0.0376,0.0209,0.1815,0.0613,0.217,0.0547,0.1224,0.0413,0.1029,0.053,0.0119,0.0193,0.0156,0.0106,0.0235
chr6:32087593,0.1799,0.1996,0.2009,0.188,0.2034,0.1887,0.1233,0.2548,0.2866,0.2396,0.157,0.123225,0.2585,0.1787,0.3112,0.1855,0.1911,0.1457,0.1403,0.1275,0.057,0.0977,0.128,0.0821,0.1242
chr6:32087608,0.08800000000000001,0.122,0.0995,0.098,0.122,0.09,0.0844,0.2783,0.2485,0.1914,0.1402,0.141275,0.2213,0.1003,0.2212,0.1049,0.1883,0.1538,0.19399999999999998,0.1763,0.1159,0.1275,0.1464,0.1073,0.1145
chr6:32087616,0.0696,0.0804,0.0674,0.0782,0.0781,0.0712,0.0631,0.3154,0.2564,0.1849,0.1046,0.13045,0.2328,0.0892,0.2322,0.0693,0.2085,0.1409,0.2158,0.1684,0.1085,0.1071,0.1147,0.0938,0.0943
chr14:50230565,0.0219,0.0325,0.1348,0.04,0.1561,0.0294,0.0176,0.0654,0.0337,0.0535,0.0441,0.0665,0.037000000000000005,0.0324,0.1868,0.027999999999999997,0.0572,0.0488,0.0575,0.0629,0.0418,0.0458,0.0681,0.0399,0.0601
chr4:4865375,0.015,0.052000000000000005,0.0165,0.0122,0.0241,0.01,0.0021,0.353,0.1056,0.0122,0.0199,0.02565,0.0088,0.0225,0.2345,0.0242,0.0691,0.0705,0.284,0.06,0.0376,0.0806,0.0519,0.0346,0.2187
chr17:32519568,0.0058,0.006,0.006,0.004,0.004,0.0038,0.0063,0.0055,0.0052,0.0262,0.0083,0.005625,0.0545,0.0034,0.0054,0.8173,0.006,0.0057,0.0023,0.0025,0.0033,0.0024,0.0034,0.002,0.0028
chr19:50312462,0.0093,0.0365,0.0256,0.0111,0.0396,0.0095,0.0023,0.0017,0.011000000000000001,0.0054,0.0016,0.001575,0.0089,0.002,0.0066,0.6128,0.0013,0.0123,0.0022,0.0024,0.0027,0.0017,0.0016,0.0079,0.002
chr1:3746967,0.0029,0.0063,0.0204,0.0064,0.0452,0.0048,0.0092,0.006999999999999999,0.0043,0.001,0.004,0.0101,0.0074,0.0054,0.0078,0.8057,0.018000000000000002,0.0751,0.0112,0.0049,0.0107,0.0068,0.0101,0.0123,0.0117
chr3:179451464,0.0033,0.0038,0.0037,0.0042,0.0044,0.0047,0.0001,0.0005,0.0047,0.0134,0.0048,0.00325,0.0054,0.0079,0.0097,0.226,0.0015,0.001,0.0033,0.0005,0.0034,0.0009,0.0013,0.0,0.0014
chr17:48733340,0.0179,0.0416,0.0201,0.0156,0.0136,0.0181,0.0137,0.0253,0.0209,0.0295,0.012,0.018825,0.019,0.013999999999999999,0.0252,0.9327,0.0104,0.2386,0.0236,0.006999999999999999,0.0238,0.08,0.015,0.0252,0.0217
chr17:48733325,0.0161,0.0312,0.0215,0.0255,0.0207,0.0169,0.0019,0.0134,0.0179,0.0185,0.0181,0.0108,0.0205,0.0191,0.034,0.9045,0.0017,0.0601,0.0071,0.0029,0.0059,0.0296,0.0038,0.0078,0.0053
chr17:48733343,0.0898,0.11699999999999999,0.0967,0.0846,0.0887,0.0889,0.0594,0.0772,0.102,0.0815,0.1154,0.11599999999999999,0.1046,0.1099,0.1066,0.847,0.0711,0.2063,0.12,0.1093,0.0989,0.1429,0.0932,0.1076,0.102
chr16:10386109,0.0022,0.0038,0.0052,0.0068,0.0046,0.0042,0.0086,0.0023,0.0047,0.0066,0.0086,0.002525,0.0118,0.0013,0.0076,0.3565,0.0028,0.0021,0.0087,0.0052,0.0046,0.0546,0.0017,0.0029,0.0031
chr14:20971142,0.0211,0.027999999999999997,0.0259,0.0219,0.0229,0.0245,0.0085,0.0128,0.0084,0.0125,0.0092,0.015775,0.0131,0.0141,0.0098,0.7764,0.0134,0.0034,0.0171,0.0132,0.013999999999999999,0.016,0.0113,0.0147,0.0126
chr19:56478174,0.0074,0.053,0.021,0.0083,0.0545,0.0075,0.0048,0.0049,0.0012,0.0043,0.0034,0.0023,0.0087,0.0018,0.006,0.5387,0.0078,0.0213,0.0078,0.0081,0.0047,0.0019,0.0054,0.0192,0.0026
chr17:48593970,0.003,0.0044,0.01,0.0037,0.0023,0.005,0.0218,0.0029,0.0153,0.0044,0.011000000000000001,0.01615,0.0087,0.0166,0.0271,0.9125,0.0145,0.2225,0.0077,0.0026,0.0066,0.0328,0.0078,0.0139,0.0055
chr17:48593931,0.0322,0.0349,0.0384,0.0348,0.034,0.0294,0.0004,0.0086,0.0581,0.0552,0.0876,0.0762,0.0561,0.07200000000000001,0.061,0.848,0.0138,0.4052,0.0446,0.0527,0.0225,0.1682,0.0359,0.0851,0.0276
chr17:48593936,0.0505,0.0389,0.0395,0.0381,0.0444,0.0446,0.0216,0.0279,0.0961,0.0387,0.0788,0.11715,0.0753,0.106,0.0646,0.7651,0.0424,0.3629,0.0617,0.0641,0.0414,0.2413,0.0674,0.0739,0.0454
chr3:180037298,0.0094,0.0394,0.009000000000000001,0.0077,0.0197,0.0067,0.0059,0.0056,0.0038,0.0046,0.0165,0.003125,0.0101,0.0036,0.0087,0.6288,0.005,0.0449,0.0104,0.0401,0.0067,0.0339,0.0039,0.0388,0.0123
chr19:57935377,0.0099,0.0285,0.0544,0.0177,0.0868,0.027999999999999997,0.0162,0.0203,0.0143,0.0086,0.0122,0.0066,0.0057,0.001,0.0006,0.8121,0.0189,0.0479,0.0121,0.0199,0.0127,0.017,0.008,0.0123,0.0065
chr19:57935390,0.0123,0.0414,0.0788,0.018000000000000002,0.1364,0.0373,0.0071,0.0068,0.0138,0.0244,0.0216,0.0037,0.0131,0.0055,0.0093,0.8186,0.0166,0.0436,0.0122,0.0336,0.0086,0.0218,0.0117,0.0186,0.0082
chr19:57935402,0.155,0.1725,0.2533,0.151,0.2933,0.1592,0.1337,0.0753,0.0751,0.0952,0.1251,0.07865,0.0897,0.0626,0.0884,0.6065,0.0785,0.1791,0.1229,0.1963,0.0966,0.1396,0.0926,0.1332,0.114
chr19:57935419,0.1397,0.1476,0.2656,0.1392,0.3147,0.1513,0.0929,0.0769,0.0635,0.1011,0.1314,0.0748,0.0875,0.0479,0.073,0.7782,0.0445,0.1739,0.1042,0.1942,0.0933,0.1257,0.0724,0.1207,0.0857
chr19:57935415,0.1285,0.1579,0.2637,0.1475,0.3393,0.1452,0.0808,0.0701,0.0583,0.0956,0.127,0.069025,0.0831,0.0535,0.0792,0.7852,0.0856,0.1915,0.1306,0.2325,0.1056,0.1375,0.0872,0.134,0.1006
chr13:77919522,0.0162,0.0451,0.0238,0.0152,0.0214,0.0151,0.0032,0.0071,0.0101,0.0148,0.0157,0.00735,0.0121,0.0228,0.0266,0.4317,0.0038,0.0012,0.0065,0.0042,0.0049,0.0165,0.0063,0.0096,0.0071
chr13:77919569,0.0332,0.0683,0.0567,0.0386,0.0508,0.0434,0.0096,0.0077,0.047,0.0617,0.0452,0.018825,0.0464,0.0617,0.07,0.3852,0.0222,0.0085,0.0152,0.0067,0.0129,0.0153,0.0097,0.0171,0.0211
chr13:77919516,0.0116,0.0265,0.0162,0.0125,0.0176,0.011000000000000001,0.0043,0.0096,0.0103,0.0115,0.0084,0.0107,0.012,0.0123,0.0164,0.2692,0.0078,0.0092,0.0102,0.012,0.012,0.0201,0.0086,0.0131,0.0103
chr13:77919496,0.0292,0.0824,0.0529,0.0386,0.063,0.0239,0.0148,0.0207,0.027999999999999997,0.0433,0.0226,0.0464,0.0595,0.0409,0.0297,0.3475,0.0206,0.047,0.0435,0.0638,0.040999999999999995,0.047,0.0362,0.0438,0.032
chr13:77919536,0.0142,0.0372,0.0167,0.0084,0.0234,0.0078,0.0044,0.0069,0.0099,0.0115,0.0071,0.0037,0.0088,0.0065,0.0119,0.4481,0.0056,0.0067,0.0109,0.0038,0.0073,0.0198,0.0075,0.0094,0.0079
chr12:75334689,0.0044,0.0162,0.0159,0.006,0.0263,0.0063,0.0083,0.0131,0.0357,0.017,0.0124,0.016175,0.0527,0.0112,0.0122,0.555,0.0079,0.0461,0.0485,0.008,0.0133,0.2471,0.006999999999999999,0.0159,0.0305
chr12:75334691,0.0072,0.0455,0.0392,0.012,0.0732,0.006,0.0009,0.0143,0.0457,0.0247,0.039,0.01615,0.0649,0.0146,0.0192,0.6574,0.0028,0.0661,0.0669,0.0149,0.0195,0.2752,0.0096,0.0269,0.0518
chr12:75334678,0.0061,0.0072,0.006999999999999999,0.0069,0.0067,0.0037,0.0074,0.0005,0.0169,0.0097,0.0078,0.002175,0.0146,0.0022,0.0082,0.4153,0.0006,0.0073,0.0121,0.0014,0.0034,0.1007,0.0022,0.0022,0.0048
chr19:58118470,0.016,0.0926,0.0248,0.0173,0.033,0.0156,0.0086,0.0043,0.022000000000000002,0.0193,0.0299,0.0103,0.0154,0.0139,0.0282,0.7341,0.0024,0.0132,0.0108,0.006,0.0057,0.0056,0.006,0.0186,0.0086
chr15:45378328,0.0149,0.019,0.0268,0.0147,0.0167,0.021,0.0022,0.0037,0.016,0.0291,0.0126,0.00165,0.0072,0.006999999999999999,0.0155,0.4234,0.0058,0.0,0.0061,0.0043,0.0043,0.0052,0.0036,0.0073,0.0078
chr15:45378280,0.0481,0.0505,0.0559,0.0503,0.0628,0.044000000000000004,0.0355,0.0546,0.0589,0.0541,0.05,0.0499,0.048,0.0448,0.0548,0.3385,0.0382,0.0429,0.0462,0.0492,0.0396,0.0457,0.0444,0.0435,0.0496
chr1:209938058,0.0099,0.0301,0.0117,0.0123,0.0166,0.0119,0.0026,0.0007,0.0135,0.0132,0.0264,0.008875,0.0208,0.0229,0.0149,0.4887,0.0036,0.0088,0.0054,0.0025,0.0067,0.0149,0.0032,0.025,0.0071
chr19:36032682,0.0076,0.0335,0.0248,0.0131,0.0331,0.01,0.0105,0.0221,0.0204,0.0315,0.02,0.026925,0.0214,0.0111,0.0094,0.8859999999999999,0.0226,0.0752,0.0327,0.0222,0.015,0.0348,0.0085,0.0094,0.0198
chr15:79090825,0.0148,0.0655,0.0219,0.0147,0.0445,0.0106,0.0043,0.001,0.0069,0.0047,0.0055,0.003275,0.0088,0.0172,0.0072,0.4833,0.006999999999999999,0.0057,0.0106,0.0112,0.0041,0.0023,0.0059,0.0165,0.0062
chr6:27791607,0.0092,0.0279,0.017,0.0138,0.023,0.0136,0.0101,0.0053,0.006999999999999999,0.0249,0.0284,0.02205,0.0211,0.0361,0.0197,0.7004,0.0188,0.0295,0.0146,0.0076,0.024,0.0292,0.0177,0.0193,0.0144
chr6:27791620,0.0824,0.0923,0.0985,0.0827,0.1027,0.0857,0.0604,0.0751,0.1081,0.0942,0.0884,0.112175,0.1101,0.0917,0.0968,0.4317,0.113,0.0905,0.0995,0.0843,0.0937,0.0985,0.0948,0.1017,0.0991
chr6:27791631,0.0748,0.1085,0.1068,0.0856,0.1142,0.0821,0.0576,0.0756,0.1168,0.1035,0.1023,0.1212,0.1322,0.1018,0.0972,0.5966,0.0874,0.1054,0.0887,0.1027,0.1034,0.1323,0.1065,0.0882,0.1007
chr16:12902200,0.0068,0.0549,0.0141,0.0082,0.0396,0.0073,0.0021,0.006,0.0078,0.0076,0.013999999999999999,0.00195,0.0079,0.0042,0.016,0.4969,0.002,0.0414,0.0074,0.0089,0.0042,0.0158,0.0068,0.0341,0.006
chr16:12902189,0.0099,0.07400000000000001,0.0152,0.0097,0.033,0.0068,0.0091,0.0029,0.0112,0.0044,0.0118,0.01565,0.013000000000000001,0.0041,0.0196,0.5897,0.0158,0.0406,0.0153,0.012,0.0117,0.0233,0.0161,0.0428,0.0138
chr19:36331770,0.0116,0.0096,0.0247,0.0091,0.0307,0.0143,0.0039,0.0015,0.01,0.0098,0.0108,0.001775,0.0074,0.0063,0.0103,0.3345,0.0062,0.0024,0.0071,0.0075,0.0054,0.0042,0.0046,0.0203,0.0037
chr12:111034379,0.0101,0.0352,0.0126,0.0114,0.0118,0.0091,0.0052,0.0033,0.0073,0.0098,0.008,0.0017,0.0149,0.0101,0.006,0.3978,0.0074,0.052000000000000005,0.0061,0.0071,0.0037,0.002,0.0048,0.0255,0.0044
chr19:57584100,0.0109,0.0166,0.0117,0.011000000000000001,0.0176,0.0078,0.0009,0.006,0.0066,0.0119,0.0082,0.00805,0.0143,0.0047,0.005,0.4185,0.0099,0.0253,0.0131,0.0341,0.0101,0.0155,0.005,0.0171,0.017
chr19:57584150,0.0717,0.0817,0.0838,0.0813,0.1114,0.0646,0.0651,0.0823,0.0908,0.1329,0.1831,0.075775,0.1038,0.0696,0.092,0.4465,0.0706,0.1528,0.1215,0.1931,0.0858,0.1175,0.0855,0.1607,0.1267
chr19:57584056,0.0627,0.0746,0.0751,0.07,0.086,0.0696,0.0401,0.0549,0.0628,0.0804,0.1024,0.0613,0.0788,0.0561,0.0672,0.484,0.057,0.0991,0.0912,0.1436,0.0726,0.0818,0.0617,0.109,0.0868
chr19:57584077,0.0772,0.0879,0.0952,0.0728,0.111,0.0762,0.0519,0.079,0.0631,0.1159,0.1099,0.070475,0.094,0.0671,0.0862,0.4795,0.0621,0.1246,0.1321,0.1903,0.1136,0.1075,0.0755,0.1358,0.1195
chr7:71132072,0.0058,0.0538,0.009000000000000001,0.0058,0.0276,0.0022,0.0063,0.0036,0.0031,0.0006,0.0043,0.0006,0.0046,0.002,0.0064,0.5121,0.0012,0.1018,0.0332,0.0116,0.0056,0.0055,0.006,0.0439,0.0107
chr7:71132105,0.0635,0.162,0.0911,0.064,0.14300000000000002,0.0547,0.0516,0.0643,0.0766,0.0701,0.0783,0.0649,0.0709,0.0715,0.0821,0.3925,0.0697,0.1789,0.1179,0.1116,0.0762,0.084,0.0829,0.1365,0.09
chr20:63179272,0.012,0.0125,0.0125,0.0127,0.0132,0.0151,0.0049,0.0109,0.008,0.0168,0.0119,0.00525,0.0112,0.021,0.0128,0.3769,0.0082,0.0069,0.0144,0.0042,0.0067,0.0034,0.0042,0.0278,0.0101
chr13:77919097,0.0362,0.1225,0.0727,0.0399,0.0927,0.0328,0.0231,0.0284,0.0389,0.0321,0.0306,0.05795,0.0292,0.0317,0.0293,0.5573,0.027000000000000003,0.0713,0.0569,0.0763,0.0462,0.0573,0.0436,0.0486,0.0519
chr13:77919147,0.0111,0.0624,0.0196,0.0121,0.039,0.0074,0.0025,0.0046,0.0122,0.0193,0.006,0.013975,0.0131,0.0127,0.0129,0.5875,0.0031,0.048,0.0172,0.0287,0.0079,0.0263,0.0132,0.0171,0.0071
chr13:77919162,0.0615,0.1431,0.0908,0.0604,0.1092,0.0479,0.037000000000000005,0.052000000000000005,0.0647,0.0747,0.0505,0.0819,0.0586,0.0661,0.0606,0.7164,0.0532,0.1124,0.1088,0.1192,0.0778,0.1047,0.0745,0.077,0.0721
